restaurant_id,name,price,phone,website,address,add_name,add_num
599,My Soul Cafe,41.9,+1 312-933-4805,http://drumbar.com/,"Raffaello Hotel 201 E Delaware Pl, Chicago, IL 60611",E DEKAWARE PL,201
605,7-Eleven,22.5,+1 312-280-8800,http://www.adornrestaurant.com/,"120 E Delaware Pl, Chicago, IL 60611-1443",E DELAWARE PL,120
608,Halsted Street Deli,22.95,+1 312-280-0700,http://www.pelagorestaurant.com,"201 E Delaware Pl, Chicago, IL 60611-1713",E DELAWARE PL,201
714,Catalina Pizzeria,32,+1 312-667-6796,http://www.noyane.com/,"101 E Erie St Rooftop of Conrad Chicago, Chicago, IL 60611-2812",E ERIE ST,101
44,Quiznos,47.62,+1 312-670-8789,http://www.billygoattavern.com/,"700 E Grand Ave, Chicago, IL 60611",E GRAND AVE,700
45,Slurp Slurp,30.83,+1 312-527-9700,http://www.harrycarays.com/harry-carays-tavern-navy-pier.html,"700 E Grand Ave, Chicago, IL 60611-3436",E GRAND AVE,700
22,The Art of Pizza,32.66,+1 312-379-7900,http://www.wholefoodsmarket.com/stores/streeterville,"255 E Grand Ave Whole Foods, Chicago, IL 60611-3315",E GRAND AVE,255
43,Domino's Pizza,22.9,+1 312-288-8783,https://giordanos.com/location/navy-pier/,"700 E Grand Ave Navy Pier, Chicago, IL 60611",E GRAND AVE,700
35,Three Wheels Noodle,28.03,+1 312-222-0901,https://www.facebook.com/pages/Flamingos/201534699881756,"440 E Grand Ave, Chicago, IL 60611-3304",E GRAND AVE,440
703,Edie's All Day Cafe,47.1,+1 312-376-1487,https://www.facebook.com/pages/Chicago-Kitchen/859064730804139,"63 E Harrison St, Chicago, IL 60605-1614",E HARRISON ST,63
769,Backyard Grill,48.36,+1 312-258-8477,http://aubonpain.com/,"251 E Huron St, Chicago, IL 60611-2908",E HURON ST,251
783,Sabrina Sub,47.01,+1 312-380-0071,http://kanelabreakfastclub.com,"502 E Illinois St, Chicago, IL 60611-3581",E ILLINOIS ST,502
705,Trattoria Ultimo,43.45,+1 312-332-8111,http://rudysbarandgrillechicago.com/,"69 E Madison St, Chicago, IL 60603-3001",E MADISON ST,69
682,3 Squares Diner,28.1,+1 312-443-3077,http://cafemodernochicago.goodbistro.space,"159 E Monroe, Chicago, IL 60603",E MONROE ST,159
523,Moti,38.97,+1 773-538-4300,unknown,"407 E Oakwood Blvd, Chicago, IL 60653-2303",E OAKWOOD BLVD,407
701,Big Star,23.79,+1 312-951-1888,http://bigbowl.com/ohio,"60 E Ohio St, Chicago, IL 60611-2702",E OHIO ST,60
695,Burger Joint,41.84,+1 312-521-8700,http://www.eataly.com/us_en/chicago-nutella/,"43 E Ohio St, Chicago, IL 60611-2701",E OHIO ST,43
697,Burger King,18.11,+1 312-521-8700,http://www.eataly.com/us_en/stores/chicago/chicago-la-pizza-la-pasta,"43 E Ohio St, Chicago, IL 60611-2701",E OHIO ST,43
743,Las Asadas,48.33,+1 312-644-9159,http://www.sayatnovachicago.com/,"157 E Ohio St, Chicago, IL 60611-3107",E OHIO ST,157
696,Gallo El Bravo,46.97,+1 312-521-8700,http://www.venchi.com/it/negozi/eataly-chicago,"43 E Ohio St, Chicago, IL 60611-2701",E OHIO ST,43
770,Restaurant Las Esperanzas Inc,25.57,+1 312-587-7753,https://locations.chipotle.com/il/chicago/291-e-ontario-st?utm_source=extendednetwork&utm_medium=yext&utm_campaign=yext_listings,"291 E Ontario St, Chicago, IL 60611",E ONTARIO ST,291
732,White Castle,20.2,+1 312-540-0085,http://marketcreationscafe.com/,"130 E Randolph St Suite GF-2, Chicago, IL 60601-6207",E RANDOLPH ST,130
731,Bad-Ass Breakfast Burritos,39.31,+1 312-616-1200,https://giordanos.com/location/prudential-plaza-millenium-park/,"130 E Randolph St Prudential Plaza, Chicago, IL 60601",E RANDOLPH ST,130
550,Sun Wah BBQ,18.23,+1 212-244-1111,http://www.seamless.com/menu/just-salad-illinois-center-111-e-wacker-dr--ll06-chicago/1224747,"111 E Wacker Dr Illinois Center, Chicago, IL 60601-3713",E WACKER DR,111
558,El Maya Restaurant,47.1,+1 312-856-0997,unknown,"303 E Wacker Dr, Chicago, IL 60601-5212",E WACKER DR,303
604,Jet's Pizza,23.84,+1 312-201-0410,http://www.mortons.com/wacker/,"65 E Wacker Pl, Chicago, IL 60601-7296",E WACKER PL,65
606,Smashburger,31.57,+1 312-867-7581,http://www.millenniumhotels.com/en/chicago/millennium-knickerbocker-hotel-chicago/,"163 E Walton Pl, Chicago, IL 60611-7114",E WALTON PL,163
607,Kinzie Chophouse,43.27,+1 312-867-7575,https://www.millenniumhotels.com/en/chicago/millennium-knickerbocker-hotel-chicago/nix-restaurant/?cid=gplaces-nix-restaurant,"163 E Walton Pl, Chicago, IL 60611-7114",E WALTON PL,163
1095,George's Carryout,29.07,+1 773-734-4658,https://restaurants.subway.com/united-states/il/chicago/2401-e-79th-street?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=46729&utm_campaign=evergreen-2020&y_source=1_MTQ4OTYzNTMtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D,"2401 E. 79th Street, Chicago, IL 60649",E. 79TH ST,2401
40,ETA Restaurant + Bar,49.21,+1 312-753-7190,https://www.potbelly.com/locations/illinois/navy-pier,"600 E. Grand Ave Ste. SA-03, Chicago, IL 60611",E. GRAND AVE,600
1086,Roseland Food Plus,31.16,+1 312-787-6100,https://www.hilton.com/en/hotels/chimmdt-doubletree-chicago-magnificent-mile/dining/?y_source=1_MTU0MDU0MTUtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D,"300 E. Ohio Street DoubleTree by Hilton Hotel Chicago - Magnificent Mile, Chicago, IL 60611",E. OHIO ST,300
1085,Casa Yari,49.93,+1 773-821-0875,https://locations.churchs.com/il/chicago/200-east-103rd-street,"200 East 103rd Street, Chicago, IL 60628",EAST 103RD ST,200
1080,La Pizza & La Pasta,47.39,+1 312-917-3404,https://www.lockwoodrestaurant.com/?y_source=1_MTU0MDU0MTItNzY5LWxvY2F0aW9uLndlYnNpdGU%3D,"17 East Monroe Street, Chicago, IL 60603",EAST MONROE ST,17
766,Snackittome!,43.9,+1 312-471-3883,http://thealbertchicago.com,"228 East Ontario St Floor 1, Chicago, IL 60611",EAST ONTARIO ST,228
741,Tallboy Taco,48.3,+1 312-526-3064,https://burgerking.com/store-locator/store/restaurant_12752,"151 East Randolph St, Chicago, IL 60601",EAST RANDOLPH ST,151
666,Dunkin' Donuts,24.05,+1 773-478-7575,http://beogradchicago.com/index.html,"2933-39 Irving Park Rd, Chicago, IL 60618-3536",IRVING PARK RD,2933
618,Subway,26.16,+1 312-836-9269,http://www.arbys.com,"222 Merchandise Mart Plz, Chicago, IL 60654-1103",MERCHANDISE MART PL,222
681,Tortuga's Latin Kitchen,24.54,+1 773-927-8447,unknown,"813 10th St, Chicago, IL 60064-1282",N 10TH ST,813
324,Komorebi Sushi,49.57,+1 312-857-4221,http://www.smallschicago.com,"4009 N Albany Ave, Chicago, IL 60618-2501",N ALBANY AVE,4009
237,Antojos & Shakes,45.51,+1 773-880-8400,http://myhoneybakedstore.com/chicago/2105,"2815 N Ashland Ave Ashland near Diversey, Chicago, IL 60657-4001",N ASHLAND AVE,2815
42,D'Nuez,32.31,+1 773-253-5001,http://sabrosochicago.com,"624 N Ashland Ave, Chicago, IL 60622",N ASHLAND AVE,624
239,The Fisher Take Out Station,24.41,+1 773-281-3141,http://www.7-eleven.com/?yext=35632,"2821 N Ashland Ave, Chicago, IL 60657-4001",N ASHLAND AVE,2821
254,Jay's Beef of Chicago,18.19,+1 773-327-5600,http://www.artofpizzachicago.com/,"3033 N Ashland Ave, Chicago, IL 60657-3035",N ASHLAND AVE,3033
297,Hong Kong Restaurant,16.77,+1 773-404-2855,http://www.buleriastapas.com/,"3656 N Ashland Ave, Chicago, IL 60613-3618",N ASHLAND AVE,3656
76,Siri Indian Retaurant,34.92,+1 773-489-6666,http://www.super-submarine.com/,"1050 N Ashland Ave, Chicago, IL 60622-3932",N ASHLAND AVE,1050
92,Dona Naty's Taco,31.99,+1 773-227-0890,https://locations.dunkindonuts.com/en/il/chicago/1244-n-ashland-ave/308139?utm_source=yext&utm_medium=local&utm_campaign=localmaps&utm_content=308139,"1244 N Ashland Ave, Chicago, IL 60622",N ASHLAND AVE,1244
59,Giordano's,37.47,+1 773-772-0599,unknown,"939 N Ashland Ave, Chicago, IL 60622-5120",N ASHLAND AVE,939
82,Gorilla Sushi,36.42,+1 773-278-2130,unknown,"1140 N Ashland Ave, Chicago, IL 60622-3937",N ASHLAND AVE,1140
524,The Chow Brothers,36.21,+1 773-261-0419,https://locations.churchs.com/il/chicago/431-n-austin,"431 N Austin Blvd, Chicago, IL 60644",N AUSTIN BLVD,431
856,Qdoba Mexican Grill,44.81,+1 312-273-5118,unknown,"1229 N Branch St Ste 104, Chicago, IL 60642",N BRANCH ST,1229
1103,Lil Parachute,42.29,+1 773-784-7827,https://restaurants.subway.com/united-states/il/chicago/5324-n-broadway?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=2248&utm_campaign=evergreen-2020&y_source=1_MTQ5MTQzOTEtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D,"5324 N Broadway, Chicago, IL 60640",N BROAD WAY,5324
1022,Wok N' Bao,29.46,+1 773-404-7777,http://aromachicago.com/,"4144 N Broadway St, Chicago, IL 60613-2121",N BROADWAY ST,4144
1031,Fresh Attractions,38.89,+1 773-596-2376,http://locations.pizzahut.com/il/chicago/4466-n-broadway-street,"4466 N Broadway St, Chicago, IL 60640-5660",N BROADWAY ST,4466
988,La Cebollita,37.79,+1 773-728-2500,http://mstssouthernfriedchicken.com/,"3343 N Broadway St, Chicago, IL 60657-3516",N BROADWAY ST,3343
959,Ohel Avrahams Pizza,28.16,+1 773-880-0063,http://Perachicago.com,"2833 N Broadway St, Chicago, IL 60657-6016",N BROADWAY ST,2833
1040,Jesse's Mexican Grill,23.67,+1 773-769-1254,http://sunwahbbq.com,"5039 N Broadway St, Chicago, IL 60640-3005",N BROADWAY ST,5039
1038,The Crossroads Bar and Grill,32.3,+1 773-271-6022,http://www.caravanrestaurantchicago.com,"4810 N Broadway St, Chicago, IL 60640-3604",N BROADWAY ST,4810
971,Level Two Restaurant,35.05,+1 773-296-6901,http://www.chilambalamchicago.com,"3023 N Broadway St, Chicago, IL 60657-5315",N BROADWAY ST,3023
1015,Dear Margaret,27.88,+1 773-549-2932,http://www.elmariachitequilabar.com,"3906 N Broadway St, Chicago, IL 60613-3274",N BROADWAY ST,3906
1059,Chief's Dinners & Deli,34.47,+1 773-764-8888,http://www.jimmyjohns.com,"6153 N Broadway St, Chicago, IL 60660-2501",N BROADWAY ST,6153
1049,Babas Famous Philly Steak & Lemonade,25.36,+1 773-681-0555,http://www.jinthaicuisine.com,"5458 N Broadway St, Chicago, IL 60640-1704",N BROADWAY ST,5458
1054,Panaderia Ayutla,47.66,+1 773-944-5555,http://www.mangopicklechicago.com,"5842 N Broadway St, Chicago, IL 60660-3518",N BROADWAY ST,5842
986,Hiro's Cafe,35.84,+1 773-281-7575,http://www.pingpongrestaurant.com,"3322 N Broadway St, Chicago, IL 60657-3517",N BROADWAY ST,3322
1043,Panera Bread,35.08,+1 773-878-1132,https://locations.chipotle.com/il/chicago/5224-n-broadway-st?utm_source=extendednetwork&utm_medium=yext&utm_campaign=yext_listings,"5224 N Broadway St Ste 102, Chicago, IL 60640",N BROADWAY ST,5224
1036,HotHouse,36.45,+1 773-334-0406,https://www.facebook.com/Golden-House-Restaurant-121459495170/,"4744 N Broadway St, Chicago, IL 60640-4909",N BROADWAY ST,4744
1001,Snax,37,+1 773-687-9719,https://www.facebook.com/rewiredcafes/,"3508 N Broadway St, Chicago, IL 60657-1826",N BROADWAY ST,3508
1019,Noodles In The Pot,32.12,+1 773-929-4149,https://www.michaelspizzachicago.com/,"4091 N Broadway St, Chicago, IL 60613-2117",N BROADWAY ST,4091
1023,Ceviche Restaurant,32.45,+1 773-270-4179,https://www.northbuenadeliandwine.com/,"4200 N Broadway St, Chicago, IL 60613-1610",N BROADWAY ST,4200
1039,Don Pedro Carnitas,35.59,+1 773-769-1284,https://www.pho-viet.com/,"4941 N Broadway St, Chicago, IL 60640-3001",N BROADWAY ST,4941
960,Domino's Pizza,35.85,+1 773-755-4011,unknown,"2835 N Broadway St, Chicago, IL 60657-6016",N BROADWAY ST,2835
964,Mississippi Soul Food,41.68,+1 773-477-8510,unknown,"2936 N Broadway St, Chicago, IL 60657-5302",N BROADWAY ST,2936
966,Taqueria Poncitlan,35.1,+1 773-935-9800,unknown,"2943 N Broadway St, Chicago, IL 60657-5301",N BROADWAY ST,2943
977,Chicago Kitchen,37.88,+1 312-888-2170,unknown,"3109 N Broadway St, Chicago, IL 60657-4522",N BROADWAY ST,3109
980,San Soo Korean BBQ,49.7,+1 773-935-9800,unknown,"3136 N Broadway St, Chicago, IL 60657-4980",N BROADWAY ST,3136
995,Jam and Honey,40.17,+1 773-728-2500,unknown,"3477 N Broadway St, Chicago, IL 60657-2519",N BROADWAY ST,3477
996,Bar Louie,38.82,+1 773-868-4053,unknown,"3500 N Broadway St, Chicago, IL 60657-1826",N BROADWAY ST,3500
997,Mr Pollo,23.07,+1 773-728-2500,unknown,"3500 N Broadway St, Chicago, IL 60657-1826",N BROADWAY ST,3500
1006,Mariposa,29.1,+1 773-525-0500,unknown,"3613 N Broadway St, Chicago, IL 60613-4417",N BROADWAY ST,3613
1032,The Slab,47.11,+1 773-728-2137,unknown,"4570 N Broadway St, Chicago, IL 60640-5602",N BROADWAY ST,4570
1033,Blackwood BBQ,44.1,+1 773-728-5288,unknown,"4620 N Broadway St, Chicago, IL 60640-5012",N BROADWAY ST,4620
125,Jakes Pup In the Ruf,49.44,+1 773-384-0035,http://www.newlifecafe.org,"1664 N California Ave, Chicago, IL 60647-5102",N CALIFORNIA AVE,1664
404,Shinwari Grill,37.5,+1 872-208-5842,https://cabosbaja.com/,"5750 N California Ave, Chicago, IL 60659",N CALIFORNIA AVE,5750
21,Xiao Guohui,33.09,+1 800-607-5021,https://www.getreef.com/?utm_source=ExtendedNetwork&utm_medium=local-listing&y_source=1_MjQzMjAwNzAtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D,"246 N California Ave, Chicago, IL 60612",N CALIFORNIA AVE,246
219,The Red Lion Lincoln Square,15.72,+1 773-935-3647,unknown,"2610 N California Ave, Chicago, IL 60647-1734",N CALIFORNIA AVE,2610
709,Great Wall Restaurant,26.69,+1 312-995-0962,http://www.dunkindonuts.com,"93 N Canal St, Chicago, IL 60606",N CANAL ST,93
1084,Subway,21.43,+1 312-902-1544,https://www.facebook.com/vinnyspizzabar/,"130 N Canal Street, Chicago, IL 60661",N CANAL ST,130
727,Tasty China,38.79,+1 312-902-1111,https://www.oviebarandgrill.com/,"120 N Canal St, Chicago, IL 60606-2703",N CANAL ST,120
721,Bree Thai Restaurant,37.6,+1 312-421-2800,http://lasardine.com/,"111 N Carpenter St, Chicago, IL 60607-2117",N CARPENTER ST,111
366,Blue Sushi Sake Grill,28.58,+1 773-283-8323,http://elasaderocolombiano.com/,"4800 N Central Ave, Chicago, IL 60630-3212",N CENTRAL AVE,4800
321,May St. Cafe,49.67,+1 872-713-9486,http://www.facebook.com/Ninja-sushi-thai-563524107176124,"3946 N Central Ave, Chicago, IL 60634-2732",N CENTRAL AVE,3946
437,La Bomba,40.56,+1 773-853-2956,http://www.subway.com/en-us/findastore,"6411 N Central Ave, Chicago, IL 60646-2901",N CENTRAL AVE,6411
337,La Sirena II,39.75,+1 800-392-2837,http://www.suparossa.com/restaurants/sup_suparossa.asp,"4256 N Central Ave, Chicago, IL 60634-1810",N CENTRAL AVE,4256
229,Del Campo Pizzeria,46.72,+1 773-698-7999,unknown,"2700 N Central Ave, Chicago, IL 60639-1326",N CENTRAL AVE,2700
255,New China Town Chop Suey,47.22,+1 773-754-7448,unknown,"3046 N Central Ave, Chicago, IL 60634-5310",N CENTRAL AVE,3046
259,Coyotes Restaurant,23.13,+1 773-205-7890,unknown,"3139 N Central Ave, Chicago, IL 60634-5314",N CENTRAL AVE,3139
185,Argo Tea,20.78,+1 773-237-1300,http://www.baskinrobbins.com/,"2337 N Cicero Ave, Chicago, IL 60639",N CICERO AVE,2337
421,Robinson's #1 Ribs - South Canal,48.86,+1 773-205-1100,http://www.wholefoodsmarket.com/stores/sauganash,"6020 N Cicero Ave Sauganash, Chicago, IL 60646-4302",N CICERO AVE,6020
318,Galit Restaurant,39.94,+1 773-249-7222,https://www.dominos.com/en/?redirect=homepage&utm_source=locallistings&utm_medium=loclist&utm_campaign=localmaps,"3918 N Cicero Ave, Chicago, IL 60461",N CICERO AVE,3918
315,Big Bowl,28.6,+1 773-777-6612,unknown,"3904 N Cicero Ave, Chicago, IL 60641-2709",N CICERO AVE,3904
423,Taco Maya,30.12,+1 773-736-3385,unknown,"6045 N Cicero Ave, Chicago, IL 60646-4301",N CICERO AVE,6045
1034,Pollo Campero,31.09,+1 773-654-3828,http://bellambrianachicago.com/,"4656 N Clark St, Chicago, IL 60640-4620",N CLARK ST,4656
1012,Brothers and Sisters,46.66,+1 773-377-4770,http://brickhousetavernchi.com,"3647 N Clark St, Chicago, IL 60613-3807",N CLARK ST,3647
1074,Pizza House No. 1647,40.55,+1 773-973-0570,http://capnemos.com,"7367 N Clark St, Chicago, IL 60626-1603",N CLARK ST,7367
1075,Atwood,30.57,+1 773-764-2200,http://ethiopiandiamondcuisine.com/,"7537 N Clark St, Chicago, IL 60626-1621",N CLARK ST,7537
948,Cellar Door Provisions,22.41,+1 773-929-7759,http://gaslightbar.com,"2450 N Clark St, Chicago, IL 60614-2718",N CLARK ST,2450
778,Veggie Grill,21.33,+1 312-312-5100,http://thesmithrestaurant.com/,"400 N Clark St, Chicago, IL 60654-4502",N CLARK ST,400
993,Chicago Raw,34.03,+1 773-244-8000,http://www.barcelonachicago.com,"3474 N Clark St, Chicago, IL 60657-1610",N CLARK ST,3474
1010,Kopi A Traveler's Cafe,15.37,+1 773-525-0500,http://www.bigstarchicago.com,"3640 N Clark St, Chicago, IL 60613-3828",N CLARK ST,3640
935,TeaPotBrew Bakery,41.19,+1 773-248-2570,http://www.chicagopizzaandovengrinder.com/,"2121 N Clark St, Chicago, IL 60614-4613",N CLARK ST,2121
974,Chipotle Mexican Grill,30.17,+1 773-281-6690,http://WWW.CLARKSTDOG.COM,"3040 N Clark St, Chicago, IL 60657-5206",N CLARK ST,3040
940,Guerrero's Pizza,29.83,+1 773-880-9820,http://www.deliboutiquewineandspirits.com/,"2318 N Clark St, Chicago, IL 60614-3423",N CLARK ST,2318
999,Willow Room,31.08,+1 773-728-2500,http://www.deucesandthediamondclub.com,"3505 N Clark St, Chicago, IL 60657-1611",N CLARK ST,3505
992,Dunkin',28.85,+1 773-525-4580,http://www.dimospizza.com,"3463 N Clark St, Chicago, IL 60657-1609",N CLARK ST,3463
1071,Subway,41.02,+1 773-465-0377,http://www.elfamousburrito.com/,"7047 N Clark St, Chicago, IL 60626-2426",N CLARK ST,7047
1064,Tanoor Mediterranean and Mexican Grill,36.75,+1 773-381-1638,http://www.elpueblitomexican.com/,"6712 N Clark St, Chicago, IL 60626-3211",N CLARK ST,6712
1066,Au Bon Pain,27.35,+1 773-681-0220,http://www.facebook.com/El-Pecado-175320916738869/?ref=py_c,"6922 N Clark St, Chicago, IL 60626-3209",N CLARK ST,6922
1046,Waldo Cooney's Pizza,37.86,+1 773-989-5674,http://www.facebook.com/kopicafechicago,"5317 N Clark St, Chicago, IL 60640-2113",N CLARK ST,5317
936,Vista Hermosa,48.06,+1 773-472-2674,http://www.getcosi.com,"2200 N Clark St, Chicago, IL 60614-3855",N CLARK ST,2200
1002,Ichiban Sushi,18.52,+1 773-549-6000,http://www.johnbarleycorn.com,"3524 N Clark St, Chicago, IL 60657-1612",N CLARK ST,3524
961,El Monarca Restaurants,35.53,+1 773-528-9050,http://www.lacreperiechicago.com,"2845 N Clark St, Chicago, IL 60657-5207",N CLARK ST,2845
1003,Caminos de Michoacan #2,18.61,+1 773-325-2319,http://www.mullensbarandgrill.com/,"3527 N Clark St, Chicago, IL 60657-1611",N CLARK ST,3527
1047,Uncommon Ground,35.25,+1 773-654-1369,http://www.replayandersonville.com/,"5358 N Clark St, Chicago, IL 60640-2120",N CLARK ST,5358
1070,Tuzco,39.03,+1 773-274-4555,http://www.rockystacosclarkst.com/,"7043 N Clark St, Chicago, IL 60626-2426",N CLARK ST,7043
1005,Quesadilla La Reina Del Sur,40.82,+1 773-248-0055,http://www.sluggersbar.com,"3540 N Clark St, Chicago, IL 60657-1615",N CLARK ST,3540
1009,Flamingo Bar & Grill,31.6,+1 773-227-2583,http://www.thesmokedaddy.com,"3636 N Clark St, Chicago, IL 60613-3828",N CLARK ST,3636
1013,Amzi Mediterranean Grill,15.46,+1 773-929-3680,http://www.uncommonground.com/,"3800 N Clark St, Chicago, IL 60613-2812",N CLARK ST,3800
962,Subway,37.5,+1 773-388-1818,http://www.yukihanachicago.com,"2920 N Clark St, Chicago, IL 60657-5210",N CLARK ST,2920
970,Centennial Crafted Beer & Eatery,24.27,+1 773-897-5327,https://restaurants.subway.com/united-states/il/chicago/3021-n-clark-st?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=21671&utm_campaign=evergreen-2020&y_source=1_MTQ5MDM4MjgtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D,"3021 N Clark St Space 3, Chicago, IL 60657",N CLARK ST,3021
1056,The Clark Street Dog,47.46,+1 773-769-3030,https://www.dominos.com/en/?redirect=homepage&utm_source=locallistings&utm_medium=loclist&utm_campaign=localmaps,"5912 N Clark St, Chicago, IL 60660-3208",N CLARK ST,5912
952,MrBeast Burger,41.38,+1 773-697-4648,https://www.facebook.com/jibaritoslincolnpark/,"2616 N Clark St, Chicago, IL 60614-2290",N CLARK ST,2616
